id,NAME,DESCRIPTION,CATEGORY,EFFECT,VISUAL_DESCRIPTION,CLASS,IMAGES,DEFAULT_IMAGE,VALID,PIXEL_IMAGES,DEFAULT_PIXEL_IMAGE,ATK,DEF,CREATED_AT,UPDATED_AT
216,Fundin the Firelord,A powerful Firelord who commands the flames of destruction.,creature,Deal 5 damage to all enemies.,"Fundin the Firelord is a tall, imposing figure with a crown of flames atop his head. He wields a flaming sword in one hand and a staff in the other. His eyes are burning with a fierce intensity, and his face is stern and determined.",Legendary,,,1,,,,,2023-10-31T08:02:40.781088,
217,Gargoyle of the Gloom,"A powerful creature that lurks in the shadows, waiting to strike at its enemies.",creature,"When this card is summoned, all enemy creatures have their attack and defense reduced by 2.","A large, menacing creature with wings and a long tail. Its eyes glow red in the darkness, and its claws are sharp and ready to strike.",Dark,,,1,,,,,2023-10-31T08:02:40.799726,
218,Gargoyle of the Gloomy Citadel,"This creature is a powerful guardian of the Gloomy Citadel, a fortress of dark magic. It is a formidable opponent, able to cast powerful spells and summon powerful allies to its aid.",creature,"When this creature enters the battlefield, you may search your library for a creature card with converted mana cost 3 or less and put it onto the battlefield. If you do, shuffle your library.","A large, stone gargoyle with wings spread wide, standing atop a crumbling stone wall. Its eyes glow with a sinister light, and its mouth is open in a silent roar.",Creature,,,1,,,,,2023-10-31T08:02:40.826762,
219,Gauntlets of the Ironclad,"These gauntlets are made of a strong iron alloy, providing the wearer with increased protection and strength.",defense_item,Increases armor and strength of the wearer.,"The gauntlets are made of a dark iron alloy and have intricate designs etched into them. They are bulky and heavy, but provide great protection.",Warrior,,,1,,,,,2023-10-31T08:02:40.844540,
220,Genie's Wish,A powerful wish granted by a Genie.,Instant,Choose one: Draw 3 cards,or restore 5 Health to your hero.,Spell,,,1,,,,,2023-10-31T08:02:40.864618,
221,Ghostly Specter,This spectral creature appears out of nowhere to haunt its enemies.,creature,Deal 3 damage to a random enemy minion.,"A pale, ghostly figure with glowing eyes and a menacing grin.",Neutral,,,1,,,,,2023-10-31T08:02:40.885600,
222,Giant's Wrath,Deal 5 damage to all enemies.,creature,Deal 5 damage to all enemies.,"A giant hand appears in the sky and slams down with a thunderous roar, sending a shockwave of energy that deals 5 damage to all enemies.",Neutral,,,1,,,,,2023-10-31T08:02:40.908872,
223,Gilded Relic,A powerful artifact from a forgotten age.,magic_item,Gain +2/+2 for each card in your hand.,A golden relic with intricate carvings and a glowing aura.,Neutral,,,1,,,,,2023-10-31T08:02:40.928894,
224,Gilded Relic,A powerful artifact from a forgotten age.,magic_item,"When played, summon a random minion with +2/+2.",A golden relic with intricate carvings and a glowing aura.,Neutral,,,1,,,,,2023-10-31T08:02:40.949702,
225,Gimli's Hammer,A powerful hammer wielded by the legendary dwarf Gimli.,creature,Deal 3 damage to an enemy minion.,"A large, two-handed hammer with a long handle and a heavy, spiked head. The handle is made of a dark, sturdy wood, and the head is made of a shining, silver metal.",Warrior,,,1,,,,,2023-10-31T08:02:40.967893,
226,Glaive of the Storm,A powerful weapon that can summon a storm of lightning to strike down its enemies.,attack_item,Summons a storm of lightning to strike down enemies.,"A long, curved blade with a jagged edge, made of a dark metal and adorned with a lightning bolt pattern. The hilt is wrapped in a deep blue cloth and the pommel is shaped like a thundercloud.",Weapon,,,1,,,,,2023-10-31T08:02:40.995838,
227,Gloin's Fury,Gloin's Fury deals 3 damage to all enemies and gives all allies +2 attack.,creature,Deal 3 damage to all enemies and give all allies +2 attack.,"A fierce warrior with a flaming sword stands atop a mountain of skulls, unleashing a powerful wave of energy that engulfs all enemies and allies alike.",Warrior,,,1,,,,,2023-10-31T08:02:41.014710,
228,Glorfindel's Radiant Blessing,Glorfindel's Radiant Blessing is a powerful spell that grants the caster a powerful blessing of protection and strength.,creature,Grants the caster a powerful blessing of protection and strength.,"A bright white light radiates from the card, with a figure of Glorfindel in the center, surrounded by a halo of golden light.",Paladin,,,1,,,,,2023-10-31T08:02:41.035236,
229,Gloves of Dexterity,These gloves grant the wearer increased dexterity and agility.,defense_item,Grants +2 to Dexterity,"The gloves are made of a soft, black leather and have a silver buckle at the wrist. The palms of the gloves are lined with a thin layer of silver thread, giving them a shimmering appearance.",Equipment,,,1,,,,,2023-10-31T08:02:41.059786,
230,Gloves of Dexterity,These gloves grant the wearer increased dexterity and agility.,defense_item,#ERROR!,"The gloves are made of a soft, supple leather and are a deep brown color. They have intricate stitching along the edges and a small symbol of a cat on the back of each hand.",Equipment,,,1,,,,,2023-10-31T08:02:41.078143,
231,Gloves of Healing,These magical gloves allow the wearer to heal wounds and cure diseases with a simple touch.,defense_item,Heals wounds and cures diseases with a simple touch.,The Gloves of Healing are a pair of white leather gloves with a golden trim. They have a faint glow and emit a soothing warmth when worn.,Healing,,,1,,,,,2023-10-31T08:02:41.097113,
232,Gloves of Healing Miracle,"These magical gloves are said to have the power to heal any wound, no matter how severe.",defense_item,"Heals any wound, no matter how severe.","The gloves are made of a soft, white material and have a golden trim. They are adorned with a large, glowing gemstone in the center of each palm.",Healing,,,1,,,,,2023-10-31T08:02:41.116042,
233,Gloves of Missile Snaring,These magical gloves allow the wearer to catch and redirect incoming missiles.,defense_item,The wearer can catch and redirect incoming missiles.,The gloves are made of a dark leather and have a bright red gemstone embedded in the back of each hand. The gemstones glow when the wearer is using the gloves' power.,Equipment,,,1,,,,,2023-10-31T08:02:41.134815,
234,Gloves of Strength,"These gloves are imbued with magical strength, allowing the wearer to lift objects far heavier than they would normally be able to.",defense_item,Grants the wearer increased strength.,"The gloves are made of a deep black leather, with a silver trim around the wrists and knuckles. The palms of the gloves are lined with a thick padding, and the fingers are tipped with sharp claws.",Equipment,,,1,,,,,2023-10-31T08:02:41.159732,
235,Gloves of Strength,"These gloves are imbued with the power of strength, granting the wearer increased physical power.",defense_item,Grants the wearer increased physical strength.,"The gloves are made of a dark leather, with intricate patterns of silver and gold thread woven into them. The palms of the gloves are lined with a thick padding, providing extra protection and comfort.",Equipment,,,1,,,,,2023-10-31T08:02:41.178702,
236,Gloves of Swimming and Climbing,These magical gloves allow the wearer to swim and climb with ease.,defense_item,Grants the wearer the ability to swim and climb with ease.,The gloves are made of a light blue material and have a pattern of small fish and mountain peaks on them.,Magical Item,,,1,,,,,2023-10-31T08:02:41.196380,
237,Gloves of Thievery,These gloves grant the wearer the ability to pick locks and pockets with ease.,defense_item,The wearer gains +2 to Dexterity checks when attempting to pick locks or pockets.,"The gloves are made of a soft, black leather and have a small lockpick tucked into the cuff of each glove.",Rogue,,,1,,,,,2023-10-31T08:02:41.213202,
238,"Gloves of Thievery, the Sly","These gloves are made of a soft, supple leather and are enchanted with a powerful magic that allows the wearer to pick locks and pockets with ease.",defense_item,The wearer of these gloves gains a +2 bonus to Dexterity (Sleight of Hand) checks.,The gloves are a deep black color with a subtle sheen. The fingers are tipped with silver claws that glint in the light.,Rogue,,,1,,,,,2023-10-31T08:02:41.236409,
239,Gnome of the Wilds,"A small, mischievous creature that lurks in the shadows of the forest.",creature,"Summon a 1/1 Gnome with Stealth. When it dies, summon a 2/2 Gnome with Taunt.","A small, green-skinned creature with a pointy hat and a mischievous grin. It has large, round eyes and a long, pointed nose. It is wearing a brown cloak and carrying a small sack of loot.",Neutral,,,1,,,,,2023-10-31T08:02:41.255901,
240,Gnome of the Wilds,"A small, mischievous creature that lurks in the shadows of the forest.",creature,Summon a 1/1 Gnome with Stealth.,"A small, green-skinned creature with a pointy hat and a mischievous grin. It has large, round eyes and a long, pointed nose. It is wearing a brown cloak and carrying a small sack of treasures.",Neutral,,,1,,,,,2023-10-31T08:02:41.274588,
241,Goblin King,"The Goblin King is a powerful ruler of the goblin race, commanding legions of goblins to do his bidding.",creature,Summon a Goblin for each Goblin King in play.,"The Goblin King is a large, imposing figure, wearing a crown of gold and a suit of armor made of iron. He wields a large, spiked mace in one hand and a shield in the other.",Warrior,,,1,,,,,2023-10-31T08:02:41.292075,
242,Goblin King,"The Goblin King is a powerful ruler of the goblin race, commanding legions of goblins to do his bidding.",creature,Summon two 2/2 Goblin tokens.,"The Goblin King is a large, imposing figure, wearing a crown of gold and a suit of armor made of iron. He wields a large, spiked mace in one hand and a shield in the other.",Warrior,,,1,,,,,2023-10-31T08:02:41.311419,
243,Gorgon of the Deep,A powerful sea creature that lurks in the depths of the ocean.,creature,"When Gorgon of the Deep enters the battlefield, all creatures your opponents control get -2/-2 until end of turn.","Gorgon of the Deep is a large, serpentine creature with a head of writhing tentacles and a body of deep blue scales. Its eyes are a piercing yellow, and its mouth is filled with sharp teeth.",Creature,,,1,,,,,2023-10-31T08:02:41.329392,
244,Gorgon of the Deep,"A powerful sea creature that lurks in the depths of the ocean, Gorgon of the Deep is a formidable foe.",creature,"When Gorgon of the Deep enters the battlefield, all creatures your opponents control get -2/-2 until end of turn.","Gorgon of the Deep is a large, serpentine creature with a head of writhing tentacles and a long, scaly tail. Its eyes are a deep, inky black, and its body is covered in shimmering scales. It has a pair of large, curved horns on its head, and its mouth is filled with sharp, jagged teeth.",Creature,,,1,,,,,2023-10-31T08:02:41.369744,
245,Greaves of the Unseen,"These greaves are said to be made from the hide of a creature that dwells in the shadows of the world, granting the wearer the ability to move unseen.",defense_item,Grants the wearer the ability to move unseen.,"The Greaves of the Unseen are a dark grey color, with a faint shimmer that seems to move across the surface. They are made of a strange material that is both light and strong, and they fit snugly around the wearer's legs.",Armor,,,1,,,,,2023-10-31T08:02:41.410280,
